SERIAL_CODE,MACHINE_ID,OPERATER,DAY_TIME,STATUS
259906,TPP2,OPE02,2/27/2020 14:32:45,3
295275,TPP3,OPE03,2/27/2020 14:32:44,3
325593,TPP4,OPE04,2/27/2020 14:32:39,1
325592,TPP4,OPE04,2/27/2020 14:32:29,3
325591,TPP4,OPE04,2/27/2020 14:32:21,5
325590,TPP4,OPE04,2/27/2020 14:32:16,2
259905,TPP2,OPE02,2/27/2020 14:31:48,1
259904,TPP2,OPE02,2/27/2020 14:31:38,3
259903,TPP2,OPE02,2/27/2020 14:31:32,5
259902,TPP2,OPE02,2/27/2020 14:31:27,2
259901,TPP2,OPE02,2/27/2020 14:31:22,3
325589,TPP4,OPE04,2/27/2020 14:31:21,3
295274,TPP3,OPE03,2/27/2020 14:30:41,5
295273,TPP3,OPE03,2/27/2020 14:30:36,2
295272,TPP3,OPE03,2/27/2020 14:30:34,1
259900,TPP2,OPE02,2/27/2020 14:30:26,1
325588,TPP4,OPE04,2/27/2020 14:30:24,1
259899,TPP2,OPE02,2/27/2020 14:30:16,3
325587,TPP4,OPE04,2/27/2020 14:30:15,3
325586,TPP4,OPE04,2/27/2020 14:30:08,5
325585,TPP4,OPE04,2/27/2020 14:30:03,2
325584,TPP4,OPE04,2/27/2020 14:30:02,3
259898,TPP2,OPE02,2/27/2020 14:30:02,5
259897,TPP2,OPE02,2/27/2020 14:29:57,2
295271,TPP3,OPE03,2/27/2020 14:29:26,5
295270,TPP3,OPE03,2/27/2020 14:29:21,2
295269,TPP3,OPE03,2/27/2020 14:29:18,4
295268,TPP3,OPE03,2/27/2020 14:29:13,1
325583,TPP4,OPE04,2/27/2020 14:29:06,1
325582,TPP4,OPE04,2/27/2020 14:28:56,3
325581,TPP4,OPE04,2/27/2020 14:28:42,5
325580,TPP4,OPE04,2/27/2020 14:28:37,2
325579,TPP4,OPE04,2/27/2020 14:28:36,3
374165,TPP1,OPE01,2/27/2020 14:28:17,1
374164,TPP1,OPE01,2/27/2020 14:28:08,3
374163,TPP1,OPE01,2/27/2020 14:28:01,5
374162,TPP1,OPE01,2/27/2020 14:27:56,2
259896,TPP2,OPE02,2/27/2020 14:27:48,3
325578,TPP4,OPE04,2/27/2020 14:27:39,1
374161,TPP1,OPE01,2/27/2020 14:27:37,3
325577,TPP4,OPE04,2/27/2020 14:27:30,3
325576,TPP4,OPE04,2/27/2020 14:27:19,5
325575,TPP4,OPE04,2/27/2020 14:27:14,2
259895,TPP2,OPE02,2/27/2020 14:26:51,1
325574,TPP4,OPE04,2/27/2020 14:26:49,3
259894,TPP2,OPE02,2/27/2020 14:26:42,3
259893,TPP2,OPE02,2/27/2020 14:26:34,5
259892,TPP2,OPE02,2/27/2020 14:26:29,2
259891,TPP2,OPE02,2/27/2020 14:26:24,3
325573,TPP4,OPE04,2/27/2020 14:25:53,1
325572,TPP4,OPE04,2/27/2020 14:25:42,3
325571,TPP4,OPE04,2/27/2020 14:25:32,5
295267,TPP3,OPE03,2/27/2020 14:25:29,5
325570,TPP4,OPE04,2/27/2020 14:25:27,2
325569,TPP4,OPE04,2/27/2020 14:25:27,2
259890,TPP2,OPE02,2/27/2020 14:25:27,1
295266,TPP3,OPE03,2/27/2020 14:25:24,2
295265,TPP3,OPE03,2/27/2020 14:25:23,1
259889,TPP2,OPE02,2/27/2020 14:25:18,3
259888,TPP2,OPE02,2/27/2020 14:25:10,5
259887,TPP2,OPE02,2/27/2020 14:25:05,2
259886,TPP2,OPE02,2/27/2020 14:25:00,3
325568,TPP4,OPE04,2/27/2020 14:24:30,1
325567,TPP4,OPE04,2/27/2020 14:24:20,3
325566,TPP4,OPE04,2/27/2020 14:24:07,5
259885,TPP2,OPE02,2/27/2020 14:24:03,1
325565,TPP4,OPE04,2/27/2020 14:24:02,2
325564,TPP4,OPE04,2/27/2020 14:23:53,3
259884,TPP2,OPE02,2/27/2020 14:23:53,3
259883,TPP2,OPE02,2/27/2020 14:23:45,5
295264,TPP3,OPE03,2/27/2020 14:23:43,5
259882,TPP2,OPE02,2/27/2020 14:23:40,2
295263,TPP3,OPE03,2/27/2020 14:23:38,2
325563,TPP4,OPE04,2/27/2020 14:22:56,1
325562,TPP4,OPE04,2/27/2020 14:22:43,3
325561,TPP4,OPE04,2/27/2020 14:22:24,5
259881,TPP2,OPE02,2/27/2020 14:22:21,3
325560,TPP4,OPE04,2/27/2020 14:22:19,2
325559,TPP4,OPE04,2/27/2020 14:22:17,3
374160,TPP1,OPE01,2/27/2020 14:22:14,1
374159,TPP1,OPE01,2/27/2020 14:22:05,3
374158,TPP1,OPE01,2/27/2020 14:21:55,5
374157,TPP1,OPE01,2/27/2020 14:21:50,2
259880,TPP2,OPE02,2/27/2020 14:21:25,1
325558,TPP4,OPE04,2/27/2020 14:21:20,1
259879,TPP2,OPE02,2/27/2020 14:21:15,3
295262,TPP3,OPE03,2/27/2020 14:21:14,3
325557,TPP4,OPE04,2/27/2020 14:21:09,3
259878,TPP2,OPE02,2/27/2020 14:21:08,5
259877,TPP2,OPE02,2/27/2020 14:21:03,2
325556,TPP4,OPE04,2/27/2020 14:21:00,5
259876,TPP2,OPE02,2/27/2020 14:20:59,3
325555,TPP4,OPE04,2/27/2020 14:20:55,2
325554,TPP4,OPE04,2/27/2020 14:20:53,3
374156,TPP1,OPE01,2/27/2020 14:20:38,3
259875,TPP2,OPE02,2/27/2020 14:20:02,1
325553,TPP4,OPE04,2/27/2020 14:19:56,1
259874,TPP2,OPE02,2/27/2020 14:19:52,3
325552,TPP4,OPE04,2/27/2020 14:19:43,3
325551,TPP4,OPE04,2/27/2020 14:19:41,2
325550,TPP4,OPE04,2/27/2020 14:19:39,3
325549,TPP4,OPE04,2/27/2020 14:19:37,2
325548,TPP4,OPE04,2/27/2020 14:19:36,3
259873,TPP2,OPE02,2/27/2020 14:19:36,5
325547,TPP4,OPE04,2/27/2020 14:19:35,2
325546,TPP4,OPE04,2/27/2020 14:19:33,3
259872,TPP2,OPE02,2/27/2020 14:19:31,2
259871,TPP2,OPE02,2/27/2020 14:19:26,3
325545,TPP4,OPE04,2/27/2020 14:19:25,5
325544,TPP4,OPE04,2/27/2020 14:19:20,2
325543,TPP4,OPE04,2/27/2020 14:19:20,2
259870,TPP2,OPE02,2/27/2020 14:18:29,1
325542,TPP4,OPE04,2/27/2020 14:18:23,1
259869,TPP2,OPE02,2/27/2020 14:18:17,3
325541,TPP4,OPE04,2/27/2020 14:18:13,3
259868,TPP2,OPE02,2/27/2020 14:18:07,5
259867,TPP2,OPE02,2/27/2020 14:18:02,2
325540,TPP4,OPE04,2/27/2020 14:17:59,5
259866,TPP2,OPE02,2/27/2020 14:17:57,3
325539,TPP4,OPE04,2/27/2020 14:17:54,2
325538,TPP4,OPE04,2/27/2020 14:17:53,3
259865,TPP2,OPE02,2/27/2020 14:17:00,1
325537,TPP4,OPE04,2/27/2020 14:16:56,1
259864,TPP2,OPE02,2/27/2020 14:16:50,3
325536,TPP4,OPE04,2/27/2020 14:16:43,3
259863,TPP2,OPE02,2/27/2020 14:16:41,5
259862,TPP2,OPE02,2/27/2020 14:16:36,2
325535,TPP4,OPE04,2/27/2020 14:16:36,5
295261,TPP3,OPE03,2/27/2020 14:16:36,1
325534,TPP4,OPE04,2/27/2020 14:16:31,2
325533,TPP4,OPE04,2/27/2020 14:16:28,3
295260,TPP3,OPE03,2/27/2020 14:16:22,3
295259,TPP3,OPE03,2/27/2020 14:16:18,2
259861,TPP2,OPE02,2/27/2020 14:15:35,3
325532,TPP4,OPE04,2/27/2020 14:15:31,1
325531,TPP4,OPE04,2/27/2020 14:15:21,3
374155,TPP1,OPE01,2/27/2020 14:15:14,1
325530,TPP4,OPE04,2/27/2020 14:15:11,5
374154,TPP1,OPE01,2/27/2020 14:15:07,3
325528,TPP4,OPE04,2/27/2020 14:15:06,2
325529,TPP4,OPE04,2/27/2020 14:15:06,2
374153,TPP1,OPE01,2/27/2020 14:14:56,5
374152,TPP1,OPE01,2/27/2020 14:14:51,2
259860,TPP2,OPE02,2/27/2020 14:14:38,1
259859,TPP2,OPE02,2/27/2020 14:14:29,3
259858,TPP2,OPE02,2/27/2020 14:14:17,5
259857,TPP2,OPE02,2/27/2020 14:14:12,2
325527,TPP4,OPE04,2/27/2020 14:14:09,1
325526,TPP4,OPE04,2/27/2020 14:13:56,3
325525,TPP4,OPE04,2/27/2020 14:13:47,5
325524,TPP4,OPE04,2/27/2020 14:13:42,2
325523,TPP4,OPE04,2/27/2020 14:13:41,3
295258,TPP3,OPE03,2/27/2020 14:13:41,3
295257,TPP3,OPE03,2/27/2020 14:13:12,5
295256,TPP3,OPE03,2/27/2020 14:13:07,2
295255,TPP3,OPE03,2/27/2020 14:13:05,1
295254,TPP3,OPE03,2/27/2020 14:12:59,5
295253,TPP3,OPE03,2/27/2020 14:12:53,2
295252,TPP3,OPE03,2/27/2020 14:12:49,1
325522,TPP4,OPE04,2/27/2020 14:12:44,1
325521,TPP4,OPE04,2/27/2020 14:12:35,3
325520,TPP4,OPE04,2/27/2020 14:12:25,5
325519,TPP4,OPE04,2/27/2020 14:12:20,2
325518,TPP4,OPE04,2/27/2020 14:12:18,3
325517,TPP4,OPE04,2/27/2020 14:11:21,1
325516,TPP4,OPE04,2/27/2020 14:11:06,3
325515,TPP4,OPE04,2/27/2020 14:10:56,5
325514,TPP4,OPE04,2/27/2020 14:10:51,2
295251,TPP3,OPE03,2/27/2020 14:10:04,5
295250,TPP3,OPE03,2/27/2020 14:09:59,2
295249,TPP3,OPE03,2/27/2020 14:09:57,1
259856,TPP2,OPE02,2/27/2020 14:09:56,3
374151,TPP1,OPE01,2/27/2020 14:09:43,3
325513,TPP4,OPE04,2/27/2020 14:09:20,3
259855,TPP2,OPE02,2/27/2020 14:08:59,1
259854,TPP2,OPE02,2/27/2020 14:08:41,3
259853,TPP2,OPE02,2/27/2020 14:08:32,5
259852,TPP2,OPE02,2/27/2020 14:08:27,2
325512,TPP4,OPE04,2/27/2020 14:08:23,1
259851,TPP2,OPE02,2/27/2020 14:08:22,3
325511,TPP4,OPE04,2/27/2020 14:08:14,3
325510,TPP4,OPE04,2/27/2020 14:08:06,5
325509,TPP4,OPE04,2/27/2020 14:08:01,2
325508,TPP4,OPE04,2/27/2020 14:08:00,3
259850,TPP2,OPE02,2/27/2020 14:07:25,1
259849,TPP2,OPE02,2/27/2020 14:07:15,3
295248,TPP3,OPE03,2/27/2020 14:07:11,5
259848,TPP2,OPE02,2/27/2020 14:07:08,5
295247,TPP3,OPE03,2/27/2020 14:07:05,2
295246,TPP3,OPE03,2/27/2020 14:07:04,1
325507,TPP4,OPE04,2/27/2020 14:07:03,1
259847,TPP2,OPE02,2/27/2020 14:07:02,2
295245,TPP3,OPE03,2/27/2020 14:07:00,5
259846,TPP2,OPE02,2/27/2020 14:06:57,3
295244,TPP3,OPE03,2/27/2020 14:06:55,2
295243,TPP3,OPE03,2/27/2020 14:06:51,4
325506,TPP4,OPE04,2/27/2020 14:06:50,3
295242,TPP3,OPE03,2/27/2020 14:06:46,1
325505,TPP4,OPE04,2/27/2020 14:06:40,5
325504,TPP4,OPE04,2/27/2020 14:06:35,2
325503,TPP4,OPE04,2/27/2020 14:06:33,3
295241,TPP3,OPE03,2/27/2020 14:06:21,5
295240,TPP3,OPE03,2/27/2020 14:06:16,2
295239,TPP3,OPE03,2/27/2020 14:06:10,4
295238,TPP3,OPE03,2/27/2020 14:06:05,1
259845,TPP2,OPE02,2/27/2020 14:06:00,1
259844,TPP2,OPE02,2/27/2020 14:05:50,3
259843,TPP2,OPE02,2/27/2020 14:05:42,5
259842,TPP2,OPE02,2/27/2020 14:05:38,2
325502,TPP4,OPE04,2/27/2020 14:05:36,1
325501,TPP4,OPE04,2/27/2020 14:05:18,3
325500,TPP4,OPE04,2/27/2020 14:05:11,5
325499,TPP4,OPE04,2/27/2020 14:05:06,2
374150,TPP1,OPE01,2/27/2020 14:04:20,1
374149,TPP1,OPE01,2/27/2020 14:04:12,3
295237,TPP3,OPE03,2/27/2020 14:04:09,5
259841,TPP2,OPE02,2/27/2020 14:04:04,3
295236,TPP3,OPE03,2/27/2020 14:04:03,2
374148,TPP1,OPE01,2/27/2020 14:03:34,5
374147,TPP1,OPE01,2/27/2020 14:03:28,2
259840,TPP2,OPE02,2/27/2020 14:03:07,1
325498,TPP4,OPE04,2/27/2020 14:03:04,3
259839,TPP2,OPE02,2/27/2020 14:02:57,3
259838,TPP2,OPE02,2/27/2020 14:02:49,5
259837,TPP2,OPE02,2/27/2020 14:02:45,2
259836,TPP2,OPE02,2/27/2020 14:02:40,3
374146,TPP1,OPE01,2/27/2020 14:02:33,3
325497,TPP4,OPE04,2/27/2020 14:02:07,1
325496,TPP4,OPE04,2/27/2020 14:01:54,3
325495,TPP4,OPE04,2/27/2020 14:01:43,5
259835,TPP2,OPE02,2/27/2020 14:01:43,1
325494,TPP4,OPE04,2/27/2020 14:01:38,2
325493,TPP4,OPE04,2/27/2020 14:01:35,3
259834,TPP2,OPE02,2/27/2020 14:01:31,3
259833,TPP2,OPE02,2/27/2020 14:01:20,5
259832,TPP2,OPE02,2/27/2020 14:01:15,2
259831,TPP2,OPE02,2/27/2020 14:01:08,3
325492,TPP4,OPE04,2/27/2020 14:00:38,1
325491,TPP4,OPE04,2/27/2020 14:00:27,3
325490,TPP4,OPE04,2/27/2020 14:00:26,2
325489,TPP4,OPE04,2/27/2020 14:00:23,3
325488,TPP4,OPE04,2/27/2020 14:00:13,5
259830,TPP2,OPE02,2/27/2020 14:00:11,1
325487,TPP4,OPE04,2/27/2020 14:00:08,2
325486,TPP4,OPE04,2/27/2020 14:00:03,3
259829,TPP2,OPE02,2/27/2020 14:00:01,3
259828,TPP2,OPE02,2/27/2020 13:59:50,5
295235,TPP3,OPE03,2/27/2020 13:59:49,4
259827,TPP2,OPE02,2/27/2020 13:59:45,2
295234,TPP3,OPE03,2/27/2020 13:59:44,1
259826,TPP2,OPE02,2/27/2020 13:59:38,3
295233,TPP3,OPE03,2/27/2020 13:59:31,5
295232,TPP3,OPE03,2/27/2020 13:59:26,2
325485,TPP4,OPE04,2/27/2020 13:59:06,1
325484,TPP4,OPE04,2/27/2020 13:58:56,3
325483,TPP4,OPE04,2/27/2020 13:58:47,5
325482,TPP4,OPE04,2/27/2020 13:58:42,2
259825,TPP2,OPE02,2/27/2020 13:58:41,1
325481,TPP4,OPE04,2/27/2020 13:58:39,3
259824,TPP2,OPE02,2/27/2020 13:58:27,3
259823,TPP2,OPE02,2/27/2020 13:58:19,5
259822,TPP2,OPE02,2/27/2020 13:58:14,2
325480,TPP4,OPE04,2/27/2020 13:57:43,1
325479,TPP4,OPE04,2/27/2020 13:57:33,3
325478,TPP4,OPE04,2/27/2020 13:57:26,5
325477,TPP4,OPE04,2/27/2020 13:57:21,2
325476,TPP4,OPE04,2/27/2020 13:57:19,3
259821,TPP2,OPE02,2/27/2020 13:57:10,3
374145,TPP1,OPE01,2/27/2020 13:57:10,1
374144,TPP1,OPE01,2/27/2020 13:57:01,3
374143,TPP1,OPE01,2/27/2020 13:56:54,5
374142,TPP1,OPE01,2/27/2020 13:56:49,2
325475,TPP4,OPE04,2/27/2020 13:56:22,1
374141,TPP1,OPE01,2/27/2020 13:56:16,3
259820,TPP2,OPE02,2/27/2020 13:56:13,1
325474,TPP4,OPE04,2/27/2020 13:56:10,3
259819,TPP2,OPE02,2/27/2020 13:56:02,3
325473,TPP4,OPE04,2/27/2020 13:56:01,5
325472,TPP4,OPE04,2/27/2020 13:55:56,2
325471,TPP4,OPE04,2/27/2020 13:55:54,3
295231,TPP3,OPE03,2/27/2020 13:55:08,4
295230,TPP3,OPE03,2/27/2020 13:55:03,1
325470,TPP4,OPE04,2/27/2020 13:54:58,1
295229,TPP3,OPE03,2/27/2020 13:54:54,5
295228,TPP3,OPE03,2/27/2020 13:54:50,2
325469,TPP4,OPE04,2/27/2020 13:54:48,3
325468,TPP4,OPE04,2/27/2020 13:54:36,5
325467,TPP4,OPE04,2/27/2020 13:54:31,2
325466,TPP4,OPE04,2/27/2020 13:54:29,3
325465,TPP4,OPE04,2/27/2020 13:53:24,1
325464,TPP4,OPE04,2/27/2020 13:53:08,3
325463,TPP4,OPE04,2/27/2020 13:53:00,5
325462,TPP4,OPE04,2/27/2020 13:52:55,2
325461,TPP4,OPE04,2/27/2020 13:52:54,3
325460,TPP4,OPE04,2/27/2020 13:51:49,1
325459,TPP4,OPE04,2/27/2020 13:51:39,3
325458,TPP4,OPE04,2/27/2020 13:51:29,5
325457,TPP4,OPE04,2/27/2020 13:51:24,2
325456,TPP4,OPE04,2/27/2020 13:51:23,3
374140,TPP1,OPE01,2/27/2020 13:50:53,1
374139,TPP1,OPE01,2/27/2020 13:50:44,3
295227,TPP3,OPE03,2/27/2020 13:50:38,4
374138,TPP1,OPE01,2/27/2020 13:50:35,5
295226,TPP3,OPE03,2/27/2020 13:50:33,1
374137,TPP1,OPE01,2/27/2020 13:50:30,2
374136,TPP1,OPE01,2/27/2020 13:50:26,3
325455,TPP4,OPE04,2/27/2020 13:50:18,1
325454,TPP4,OPE04,2/27/2020 13:50:09,3
325453,TPP4,OPE04,2/27/2020 13:50:06,2
325452,TPP4,OPE04,2/27/2020 13:50:02,3
325451,TPP4,OPE04,2/27/2020 13:49:49,5
325450,TPP4,OPE04,2/27/2020 13:49:44,2
325449,TPP4,OPE04,2/27/2020 13:49:44,2
295225,TPP3,OPE03,2/27/2020 13:49:17,5
295224,TPP3,OPE03,2/27/2020 13:49:12,2
325448,TPP4,OPE04,2/27/2020 13:48:38,1
259818,TPP2,OPE02,2/27/2020 13:48:35,5
259817,TPP2,OPE02,2/27/2020 13:48:30,2
325447,TPP4,OPE04,2/27/2020 13:48:30,3
325446,TPP4,OPE04,2/27/2020 13:48:25,5
325445,TPP4,OPE04,2/27/2020 13:48:20,2
325444,TPP4,OPE04,2/27/2020 13:48:14,3
259816,TPP2,OPE02,2/27/2020 13:48:02,3
325443,TPP4,OPE04,2/27/2020 13:47:09,1
259815,TPP2,OPE02,2/27/2020 13:47:05,1
259814,TPP2,OPE02,2/27/2020 13:46:55,3
259813,TPP2,OPE02,2/27/2020 13:46:43,5
259812,TPP2,OPE02,2/27/2020 13:46:38,2
259811,TPP2,OPE02,2/27/2020 13:46:34,3
259810,TPP2,OPE02,2/27/2020 13:45:37,1
295223,TPP3,OPE03,2/27/2020 13:45:31,4
259809,TPP2,OPE02,2/27/2020 13:45:29,3
295222,TPP3,OPE03,2/27/2020 13:45:26,1
259808,TPP2,OPE02,2/27/2020 13:45:18,5
259807,TPP2,OPE02,2/27/2020 13:45:13,2
374135,TPP1,OPE01,2/27/2020 13:45:02,1
374134,TPP1,OPE01,2/27/2020 13:44:50,3
259806,TPP2,OPE02,2/27/2020 13:44:45,3
374133,TPP1,OPE01,2/27/2020 13:44:33,5
374132,TPP1,OPE01,2/27/2020 13:44:28,2
374131,TPP1,OPE01,2/27/2020 13:44:09,3
295221,TPP3,OPE03,2/27/2020 13:44:04,5
259805,TPP2,OPE02,2/27/2020 13:43:48,1
259804,TPP2,OPE02,2/27/2020 13:43:39,3
374130,TPP1,OPE01,2/27/2020 13:43:34,2
259803,TPP2,OPE02,2/27/2020 13:43:32,5
259802,TPP2,OPE02,2/27/2020 13:43:27,2
374129,TPP1,OPE01,2/27/2020 13:43:16,1
374128,TPP1,OPE01,2/27/2020 13:43:15,2
259801,TPP2,OPE02,2/27/2020 13:43:14,3
374127,TPP1,OPE01,2/27/2020 13:43:12,3
295220,TPP3,OPE03,2/27/2020 13:43:09,2
295219,TPP3,OPE03,2/27/2020 13:42:51,1
295218,TPP3,OPE03,2/27/2020 13:42:50,2
295217,TPP3,OPE03,2/27/2020 13:42:49,2
295216,TPP3,OPE03,2/27/2020 13:42:44,1
295215,TPP3,OPE03,2/27/2020 13:42:41,2
295214,TPP3,OPE03,2/27/2020 13:42:24,4
295213,TPP3,OPE03,2/27/2020 13:42:19,1
259800,TPP2,OPE02,2/27/2020 13:42:17,1
259799,TPP2,OPE02,2/27/2020 13:42:08,3
259798,TPP2,OPE02,2/27/2020 13:41:59,5
259797,TPP2,OPE02,2/27/2020 13:41:54,2
259796,TPP2,OPE02,2/27/2020 13:41:49,3
374126,TPP1,OPE01,2/27/2020 13:41:44,4
374125,TPP1,OPE01,2/27/2020 13:41:39,1
325442,TPP4,OPE04,2/27/2020 13:41:10,3
325441,TPP4,OPE04,2/27/2020 13:41:06,2
259795,TPP2,OPE02,2/27/2020 13:40:52,1
325440,TPP4,OPE04,2/27/2020 13:40:48,1
325439,TPP4,OPE04,2/27/2020 13:40:47,2
325438,TPP4,OPE04,2/27/2020 13:40:44,3
259794,TPP2,OPE02,2/27/2020 13:40:42,3
325437,TPP4,OPE04,2/27/2020 13:40:39,1
259793,TPP2,OPE02,2/27/2020 13:40:32,5
259792,TPP2,OPE02,2/27/2020 13:40:27,2
259791,TPP2,OPE02,2/27/2020 13:40:07,3
259790,TPP2,OPE02,2/27/2020 13:40:05,2
259789,TPP2,OPE02,2/27/2020 13:33:09,4
259788,TPP2,OPE02,2/27/2020 13:33:04,1
259787,TPP2,OPE02,2/27/2020 13:32:45,5
259786,TPP2,OPE02,2/27/2020 13:32:40,2
259785,TPP2,OPE02,2/27/2020 13:32:37,3
259784,TPP2,OPE02,2/27/2020 13:32:32,2
259783,TPP2,OPE02,2/27/2020 13:32:14,1
259782,TPP2,OPE02,2/27/2020 13:32:12,2
259781,TPP2,OPE02,2/27/2020 13:32:09,3
259780,TPP2,OPE02,2/27/2020 13:31:21,4
259779,TPP2,OPE02,2/27/2020 13:31:16,1
259778,TPP2,OPE02,2/27/2020 12:13:08,6
374124,TPP1,OPE01,2/27/2020 12:12:34,6
325436,TPP4,OPE04,2/27/2020 12:12:25,6
295212,TPP3,OPE03,2/27/2020 12:12:14,6
259777,TPP2,OPE02,2/27/2020 12:09:50,3
325435,TPP4,OPE04,2/27/2020 12:09:25,3
325434,TPP4,OPE04,2/27/2020 12:09:18,5
325433,TPP4,OPE04,2/27/2020 12:09:13,2
259776,TPP2,OPE02,2/27/2020 12:08:53,1
325432,TPP4,OPE04,2/27/2020 12:08:46,3
259775,TPP2,OPE02,2/27/2020 12:08:40,3
259774,TPP2,OPE02,2/27/2020 12:08:31,5
259773,TPP2,OPE02,2/27/2020 12:08:26,2
259772,TPP2,OPE02,2/27/2020 12:08:22,3
374123,TPP1,OPE01,2/27/2020 12:08:07,3
325431,TPP4,OPE04,2/27/2020 12:07:41,1
325430,TPP4,OPE04,2/27/2020 12:07:29,3
259771,TPP2,OPE02,2/27/2020 12:07:25,1
325429,TPP4,OPE04,2/27/2020 12:07:16,5
259770,TPP2,OPE02,2/27/2020 12:07:15,3
325428,TPP4,OPE04,2/27/2020 12:07:11,2
325427,TPP4,OPE04,2/27/2020 12:07:08,3
259769,TPP2,OPE02,2/27/2020 12:07:01,5
259768,TPP2,OPE02,2/27/2020 12:06:56,2
259767,TPP2,OPE02,2/27/2020 12:06:50,3
325426,TPP4,OPE04,2/27/2020 12:06:03,1
259766,TPP2,OPE02,2/27/2020 12:05:53,1
325425,TPP4,OPE04,2/27/2020 12:05:52,3
259765,TPP2,OPE02,2/27/2020 12:05:43,3
325424,TPP4,OPE04,2/27/2020 12:05:37,5
259764,TPP2,OPE02,2/27/2020 12:05:35,5
325423,TPP4,OPE04,2/27/2020 12:05:32,2
259763,TPP2,OPE02,2/27/2020 12:05:30,2
325422,TPP4,OPE04,2/27/2020 12:05:29,3
259762,TPP2,OPE02,2/27/2020 12:05:25,3
259761,TPP2,OPE02,2/27/2020 12:04:28,1
325421,TPP4,OPE04,2/27/2020 12:04:24,1
259760,TPP2,OPE02,2/27/2020 12:04:18,3
259759,TPP2,OPE02,2/27/2020 12:04:10,5
325420,TPP4,OPE04,2/27/2020 12:04:08,3
259758,TPP2,OPE02,2/27/2020 12:04:05,2
325419,TPP4,OPE04,2/27/2020 12:03:55,5
325418,TPP4,OPE04,2/27/2020 12:03:50,2
325417,TPP4,OPE04,2/27/2020 12:03:48,3
374122,TPP1,OPE01,2/27/2020 12:02:44,1
325416,TPP4,OPE04,2/27/2020 12:02:43,1
325415,TPP4,OPE04,2/27/2020 12:02:29,3
325414,TPP4,OPE04,2/27/2020 12:02:20,5
325413,TPP4,OPE04,2/27/2020 12:02:15,2
325412,TPP4,OPE04,2/27/2020 12:02:12,3
374121,TPP1,OPE01,2/27/2020 12:02:06,3
259757,TPP2,OPE02,2/27/2020 12:01:51,3
374120,TPP1,OPE01,2/27/2020 12:01:25,5
374119,TPP1,OPE01,2/27/2020 12:01:20,2
325411,TPP4,OPE04,2/27/2020 12:01:07,1
325410,TPP4,OPE04,2/27/2020 12:00:55,3
